key,fare_amount
2015-01-27 13:08:24.0000002,8.585714285714285
2015-01-27 13:08:24.0000003,9.885714285714286
2011-10-08 11:53:44.0000002,5.228571428571429
2012-12-01 21:12:12.0000002,7.442857142857143
2012-12-01 21:12:12.0000003,16.271428571428572
2012-12-01 21:12:12.0000005,7.971428571428571
2011-10-06 12:10:20.0000001,5.2
2011-10-06 12:10:20.0000003,53.99428571428571
2011-10-06 12:10:20.0000002,11.214285714285714
2014-02-18 15:22:20.0000002,6.485714285714286
2014-02-18 15:22:20.0000003,8.17142857142857
2014-02-18 15:22:20.0000001,14.214285714285714
2010-03-29 20:20:32.0000002,4.185714285714285
2010-03-29 20:20:32.0000001,8.542857142857143
2011-10-06 03:59:12.0000002,10.357142857142858
2011-10-06 03:59:12.0000001,12.357142857142858
2012-07-15 16:45:04.0000006,13.642857142857142
2012-07-15 16:45:04.0000002,8.128571428571428
2012-07-15 16:45:04.0000003,5.642857142857143
2012-07-15 16:45:04.0000004,11.700000000000001
2014-10-29 02:09:56.0000001,6.828571428571428
2014-06-14 13:39:00.00000010,7.614285714285714
2014-06-14 13:39:00.00000060,7.357142857142857
2014-06-14 13:39:00.00000087,5.471428571428571
2014-06-14 13:39:00.00000050,15.571428571428571
2014-06-14 13:39:00.0000003,5.3428571428571425
2014-06-14 13:39:00.000000158,36.114285714285714
2014-06-14 13:39:00.00000015,23.74285714285714
2014-06-14 13:39:00.00000073,5.957142857142857
2014-06-14 13:39:00.00000077,14.214285714285714
2014-06-14 13:39:00.000000145,8.628571428571428
2014-06-14 13:39:00.00000079,4.385714285714286
2014-06-14 13:39:00.000000121,4.985714285714286
2014-06-14 13:39:00.00000021,10.042857142857143
2014-06-14 13:39:00.0000005,7.128571428571428
2014-06-14 13:39:00.000000165,6.385714285714286
2014-06-14 13:39:00.000000184,4.8
2014-06-14 13:39:00.00000059,5.2
2014-06-14 13:39:00.00000070,6.871428571428572
2014-06-14 13:39:00.00000068,4.442857142857142
2014-06-14 13:39:00.000000133,14.914285714285713
2014-06-14 13:39:00.000000128,7.757142857142858
2014-06-14 13:39:00.000000136,15.885714285714286
2014-06-14 13:39:00.00000017,9.428571428571429
2014-06-14 13:39:00.000000111,4.771428571428571
2014-06-14 13:39:00.000000115,12.657142857142857
2014-06-14 13:39:00.000000168,5.6000000000000005
2014-06-14 13:39:00.00000031,6.257142857142857
2014-06-14 13:39:00.000000116,6.257142857142857
2014-06-14 13:39:00.00000051,5.514285714285714
2014-06-14 13:39:00.000000193,10.614285714285716
2014-06-14 13:39:00.000000132,12.428571428571429
2014-06-14 13:39:00.000000167,16.95714285714286
2014-06-14 13:39:00.00000044,5.214285714285714
2014-06-14 13:39:00.000000138,6.585714285714286
2014-06-14 13:39:00.00000066,12.114285714285714
2014-06-14 13:39:00.00000063,9.85714285714286
2014-06-14 13:39:00.000000154,10.1
2014-06-14 13:39:00.00000097,12.942857142857141
2014-06-14 13:39:00.00000067,12.985714285714286
2014-06-14 13:39:00.000000179,6.114285714285714
2014-06-14 13:39:00.00000092,9.642857142857142
2014-06-14 13:39:00.00000029,6.4
2014-06-14 13:39:00.000000177,5.3
2014-06-14 13:39:00.000000192,6.485714285714285
2014-06-14 13:39:00.000000181,5.6428571428571415
2014-06-14 13:39:00.000000120,8.171428571428573
2014-06-14 13:39:00.0000008,5.214285714285714
2014-06-14 13:39:00.000000103,5.185714285714285
2014-06-14 13:39:00.00000049,16.214285714285715
2014-06-14 13:39:00.000000108,6.885714285714286
2014-06-14 13:39:00.00000072,4.314285714285714
2014-06-14 13:39:00.000000182,10.314285714285715
2014-06-14 13:39:00.00000061,4.757142857142858
2014-06-14 13:39:00.00000093,7.571428571428572
2014-06-14 13:39:00.000000170,11.428571428571429
2014-06-14 13:39:00.000000147,47.557142857142864
2014-06-14 13:39:00.000000140,3.1999999999999997
2014-06-14 13:39:00.000000159,4.814285714285715
2014-06-14 13:39:00.00000012,5.171428571428572
2014-06-14 13:39:00.00000025,5.128571428571428
2014-06-14 13:39:00.000000156,5.8
2014-06-14 13:39:00.000000152,7.785714285714286
2014-06-14 13:39:00.000000129,9.657142857142857
2014-06-14 13:39:00.000000119,15.757142857142856
2014-06-14 13:39:00.000000118,4.742857142857142
2014-06-14 13:39:00.00000076,6.8999999999999995
2014-06-14 13:39:00.000000135,6.971428571428572
2014-06-14 13:39:00.00000023,18.82857142857143
2014-06-14 13:39:00.00000082,10.257142857142858
2014-06-14 13:39:00.000000125,11.728571428571428
2014-06-14 13:39:00.00000075,9.385714285714286
2014-06-14 13:39:00.000000124,5.871428571428572
2014-06-14 13:39:00.000000172,5.528571428571429
2014-06-14 13:39:00.00000024,14.214285714285714
2014-06-14 13:39:00.000000169,11.585714285714287
2014-06-14 13:39:00.00000052,9.357142857142858
2014-06-14 13:39:00.000000161,10.885714285714284
2014-06-14 13:39:00.00000038,6.5
2014-06-14 13:39:00.00000035,10.471428571428572
2014-06-14 13:39:00.00000053,12.028571428571428
2014-06-14 13:39:00.000000183,6.142857142857143
2014-06-14 13:39:00.000000131,52.308571428571426
2014-06-14 13:39:00.000000180,6.257142857142857
2014-06-14 13:39:00.000000130,6.671428571428571
2014-06-14 13:39:00.00000032,4.928571428571429
2014-06-14 13:39:00.000000148,10.742857142857142
2014-06-14 13:39:00.0000007,8.957142857142857
2014-06-14 13:39:00.00000095,9.299999999999999
2014-06-14 13:39:00.000000144,35.10857142857143
2014-06-14 13:39:00.000000141,24.04285714285714
2014-06-14 13:39:00.000000162,19.5
2014-06-14 13:39:00.00000018,11.957142857142857
2014-06-14 13:39:00.00000054,9.342857142857142
2014-06-14 13:39:00.00000040,6.257142857142857
2014-06-14 13:39:00.00000096,6.1
2014-06-14 13:39:00.00000055,22.657142857142855
2014-06-14 13:39:00.000000109,7.542857142857143
2014-06-14 13:39:00.000000151,6.557142857142858
2014-06-14 13:39:00.00000016,8.957142857142857
2014-06-14 13:39:00.00000062,10.414285714285715
2014-06-14 13:39:00.000000191,7.542857142857143
2014-06-14 13:39:00.00000034,9.528571428571428
2014-06-14 13:39:00.000000160,7.442857142857143
2014-06-14 13:39:00.00000013,5.514285714285713
2014-06-14 13:39:00.000000188,7.8428571428571425
2014-06-14 13:39:00.00000086,7.114285714285714
2014-06-14 13:39:00.000000185,10.228571428571428
2014-06-14 13:39:00.00000074,8.271428571428572
2014-06-14 13:39:00.00000022,15.014285714285714
2014-06-14 13:39:00.00000036,4.571428571428571
2014-06-14 13:39:00.000000126,4.685714285714285
2014-06-14 13:39:00.000000190,6.1571428571428575
2014-06-14 13:39:00.00000042,5.8999999999999995
2014-06-14 13:39:00.000000178,6.971428571428571
2014-06-14 13:39:00.000000163,5.071428571428571
2014-06-14 13:39:00.00000020,11.271428571428572
2014-06-14 13:39:00.00000098,4.914285714285714
2014-06-14 13:39:00.000000114,20.928571428571427
2014-06-14 13:39:00.00000045,7.985714285714286
2014-06-14 13:39:00.00000094,4.714285714285714
2014-06-14 13:39:00.000000146,9.471428571428573
2014-06-14 13:39:00.00000033,7.028571428571429
2014-06-14 13:39:00.000000143,4.928571428571429
2014-06-14 13:39:00.000000107,6.071428571428571
2014-06-14 13:39:00.00000048,7.185714285714285
2014-06-14 13:39:00.00000043,12.471428571428572
2014-06-14 13:39:00.000000123,8.557142857142859
2014-06-14 13:39:00.000000134,7.557142857142857
2014-06-14 13:39:00.000000142,6.1000000000000005
2014-06-14 13:39:00.000000122,10.87142857142857
2014-06-14 13:39:00.000000176,12.485714285714284
2011-12-12 09:42:12.0000004,6.7
2011-12-12 09:42:12.0000002,4.014285714285714
2011-12-12 09:42:12.0000001,13.342857142857143
2011-12-12 09:42:12.0000003,6.628571428571428
2011-12-12 09:42:12.0000005,8.142857142857142
2013-06-27 00:20:40.0000001,19.0
2013-06-27 00:20:40.0000003,9.985714285714286
2009-02-20 13:34:16.0000001,7.585714285714286
2009-02-20 13:34:16.0000002,10.885714285714284
2009-02-20 13:34:16.0000003,7.657142857142857
2010-08-22 21:14:08.0000001,41.03285714285714
2010-08-22 21:14:08.0000005,16.514285714285712
2010-08-22 21:14:08.0000003,4.614285714285714
2010-08-22 21:14:08.0000002,7.857142857142856
2012-08-06 08:58:08.0000002,9.071428571428571
2012-08-06 08:58:08.0000001,18.485714285714288
2013-11-04 08:34:12.0000003,5.142857142857143
2013-11-04 08:34:12.0000001,10.071428571428571
2013-11-04 08:34:12.0000002,10.485714285714286
2011-06-24 20:34:48.0000002,7.628571428571428
2011-06-24 20:34:48.0000001,20.1
2011-03-28 20:38:36.0000003,6.971428571428571
2011-03-28 20:38:36.0000004,5.885714285714286
2011-03-28 20:38:36.0000002,10.714285714285714
2011-08-14 20:36:28.0000004,7.285714285714286
