Trader ID,Bad Score
1001,0.00020062223514548456
1002,6.0558036817663025e-05
1003,7.908712406023879e-05
1004,0.0016631895794836286
1005,0.0027220019516704095
1006,4.62678302134474e-05
1007,0.009254735545328286
1008,0.0
1009,0.0
1010,8.259652119321503e-05
1011,0.014370870994110866
1012,0.0
1013,0.0
1014,1.0721184553113895e-05
1015,0.0
1016,0.0017562890064742945
1017,0.0
1018,0.006375000000000001
1019,0.0
1020,4.159620163057382e-05
1021,0.0
1022,0.0
1023,0.000362398565644029
1024,0.0
1025,0.0
1026,9.538236809975544e-06
1027,0.0002930929221547181
1028,0.0
1029,0.0
1030,0.0003805071698068335
1031,0.0
1032,0.0
1033,4.274403877425261e-06
1034,0.012130166467318525
1035,0.0
1036,4.358759985178315e-05
1037,0.00016466225048833392
1038,0.0016248412274329686
1039,0.010221075568156874
1040,0.0001112869188866569
1041,0.0
1042,0.008758037038846492
1043,0.0
1044,0.0
1045,0.0075000000000000015
1046,0.0
1047,0.0
1048,0.0011518050077166599
1049,0.001662172245232744
1050,0.0004990012746508926
1051,0.0
1052,0.0
1053,0.0
1054,0.00045424266495311004
1055,0.0
1056,0.00049535872442432
1057,0.0
1058,0.0
1059,0.0
1060,2.3240005933270064e-05
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.002198600450317483
1069,0.0
1070,0.0
1071,0.0
1072,1.8827293536652753e-05
1073,2.07163835422819e-05
1074,0.008792622216435229
1075,0.0010973176509745397
1076,0.007559670587745497
1077,0.0
1078,0.0
1079,0.0069931584837288376
1080,0.0
1081,0.0
1082,0.0
1083,0.0002534867374464347
1084,0.0002435245015159355
1085,0.0
1086,0.0013980853354647648
1087,0.0
1088,0.0015623302914423935
1089,0.0016287417636162596
1090,0.0
1091,0.0
1092,0.0
1093,0.0010743120380252665
1094,0.00018517205233522103
1096,0.0
1097,0.0
1098,5.9073987464035204e-05
1099,0.009514131284194777
1100,0.0006079857816636203
1101,0.0005619957672492948
1102,0.0
1103,0.0030156824743318824
1104,7.377591244602034e-07
1105,0.00020368875577121378
1106,0.0
1107,0.0
1108,0.000968738343392784
1109,0.0
1110,0.0
1111,3.950988392988039e-06
1112,0.0005840344402743185
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1120,0.0
1121,3.939537478749216e-05
1122,6.096493337480115e-05
1123,7.994191229155679e-05
1124,0.0
1125,0.0
1126,0.0
1127,0.00012902709597835245
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0015749752679188064
1137,0.0
1138,0.002232120919130311
1139,0.0007140120802941744
1140,0.0
1141,0.0
1142,0.0
1143,5.809142392858843e-05
1144,0.0
1145,0.0
1146,0.0
1147,0.009873648304103833
1148,0.0
1149,0.001709645613691469
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,3.3504660128673887e-06
1156,0.0
1157,0.0
1158,1.840388291813169e-05
1159,6.56390159614189e-05
1160,0.0
1161,0.0
1162,0.0
1163,0.00822187107556873
1164,0.0
1165,0.0
1166,2.7570566667102397e-05
1167,0.0
1168,7.708909165189447e-05
1171,0.0
1172,0.002811441227001996
1173,0.00034502877788619653
1175,2.3694230947000297e-05
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,8.621779927988482e-06
1181,0.00042992125254892214
1182,1.57360445691468e-05
1183,0.0
1184,4.5253744884137467e-05
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0001859415280924841
1190,0.0
1191,0.0
1192,0.0
1193,3.1776239763875023e-06
1194,9.619770792749577e-05
1195,0.0
1196,4.721360257270511e-05
1197,0.0
1198,0.0
1199,0.0003167175566491572
1200,0.0
1201,0.0006481479834152421
1202,0.0
1203,0.0
1204,0.0
1205,0.0014923237834801094
1206,0.0
1207,0.0
1208,2.7233629477676363e-06
1209,0.000163759217842724
1210,0.009721126556732278
1211,0.0
1212,0.0
1213,0.0
1214,0.00035858128008240656
1215,1.5817157021369917e-05
1216,0.0
1217,0.0
1218,3.287538160535163e-05
1219,7.943618652430107e-05
1220,3.082946164249588e-05
1222,1.3677601468724533e-05
1223,0.0
1224,0.0024922727077813372
1225,0.000746431767302559
1226,0.0
1227,0.0
1228,0.0
1230,2.463633057279648e-05
1231,4.5239712654878223e-05
1232,0.0
1234,1.0870926990852325e-05
1235,0.0
1236,2.2679247287492987e-05
1237,0.0
1238,6.809390709611894e-05
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0012530279696757324
1244,0.0
1245,7.445840954104622e-06
1246,0.0001245300344747499
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,8.716839554943087e-07
1252,0.0
1253,0.0
1254,2.850548151640481e-06
1255,0.0
1256,0.0075000000000000015
1258,0.0
1259,0.0075000000000000015
1260,0.0
1261,0.0
1262,0.0
1263,8.543623414075526e-06
1264,2.9898934656476883e-05
1265,0.0
1266,0.0
1267,0.0
1268,1.0486081586574659e-05
1269,0.0
1270,0.0
1272,1.1420496873710109e-05
1273,0.0
1274,0.0
1275,0.0
1276,0.00011328993780679345
1278,0.00023997793057152828
1282,0.0004906332015186483
1283,0.00012698173181101047
1285,7.92746204213865e-06
1286,0.0
1287,0.0
1288,2.772362922540944e-05
1289,0.0
1290,0.0
1291,0.000737755183592378
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1298,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.010925706957638939
1310,0.0034820737039224377
1311,0.0002945625726359612
1312,0.0
1313,0.0
1314,2.7799225202076643e-06
1315,6.040533524859193e-06
1316,0.0
1317,0.0
1318,3.440208242518464e-05
1319,0.0
1320,0.0
1322,0.0
